avg_reward,avg_episode,avg_step,avg_time,flops_per_step,flops_per_episode,total_flops,reward_per_flops
-289.838,-1,-1,-1,9728,-9728,9728,-0.03

Episode,Score,Average Reward,Convergence Episode,Convergence Step,Convergence Time
468,-497.8785879892905,-317.18084581829686,-1,-1,-1
469,-141.66960372945863,-316.1204438412144,-1,-1,-1
470,191.28777135207983,-312.3137315119386,-1,-1,-1
471,-152.85048430947035,-311.209125690657,-1,-1,-1
472,-603.5619174755061,-316.76342156774507,-1,-1,-1
473,-151.9818943537839,-315.5476630904735,-1,-1,-1
474,-914.6538735927807,-321.3493949774847,-1,-1,-1
475,-470.48022384222236,-324.11773727953346,-1,-1,-1
476,-695.4851517411347,-329.8018375089601,-1,-1,-1
477,-648.0830084053546,-333.3122215393155,-1,-1,-1
478,-428.28870993234995,-336.8384218126772,-1,-1,-1
479,-406.65660404632644,-342.4486613231768,-1,-1,-1
480,-385.02651176127915,-346.4610188070677,-1,-1,-1
481,-415.10457763521026,-347.24926432295325,-1,-1,-1
482,-549.3019157848215,-350.7202169921848,-1,-1,-1
483,-279.2290956417868,-351.51206902472956,-1,-1,-1
484,-631.7402184119667,-354.9159567320967,-1,-1,-1
485,-311.9793584350738,-356.0183788537039,-1,-1,-1
486,-415.5510708623517,-357.2240400718199,-1,-1,-1
487,-236.88042600183013,-357.1221235446995,-1,-1,-1
488,-201.65193903137236,-358.6841275276539,-1,-1,-1
489,-263.82161954182385,-357.35708777837533,-1,-1,-1
490,-64.86156622909455,-350.1935012688376,-1,-1,-1
491,-216.76968555335765,-349.6226520880028,-1,-1,-1
492,-128.95625577743135,-344.4725041926366,-1,-1,-1
493,-285.3449873581417,-342.90372248571424,-1,-1,-1
494,-289.01825730763403,-341.77400032618704,-1,-1,-1
495,-450.5554473252368,-344.37573003662,-1,-1,-1
496,-274.0824978628069,-344.6282537699218,-1,-1,-1
497,-133.80018852052325,-343.83895936658547,-1,-1,-1
498,-141.67263939562386,-342.62690319582003,-1,-1,-1
499,-421.4702414180755,-344.70044754460366,-1,-1,-1
500,-154.60146965369864,-343.79099598871403,-1,-1,-1
501,-823.2307211059305,-347.9733661603145,-1,-1,-1
502,-260.01153083038764,-346.79858883072467,-1,-1,-1
503,-111.5483234428735,-345.0357934699623,-1,-1,-1
504,-242.27662075535176,-345.36995929105694,-1,-1,-1
505,-257.7909082781514,-345.05461493038877,-1,-1,-1
506,-137.47589268849012,-344.6211124189812,-1,-1,-1
507,-201.21244608831364,-340.0171704831996,-1,-1,-1
508,-530.1612046048984,-338.98857168508357,-1,-1,-1
509,-529.077550291485,-340.06349371792953,-1,-1,-1
510,-221.94295419767585,-336.9823499512485,-1,-1,-1
511,-461.288353233983,-337.08198241495586,-1,-1,-1
512,-135.04857443700172,-336.8337760668825,-1,-1,-1
513,-463.539945226041,-337.6522786996045,-1,-1,-1
514,-323.2647547657473,-333.80084925588096,-1,-1,-1
515,-119.33424781597469,-330.09675112560114,-1,-1,-1
516,-592.5797896218764,-333.40312581351543,-1,-1,-1
517,-167.77852384492886,-332.7300723385308,-1,-1,-1
518,-375.15344406018403,-333.86749315435213,-1,-1,-1
519,-141.83336467713724,-331.0395068237576,-1,-1,-1
520,-260.9473488743573,-330.0294522962051,-1,-1,-1
521,-195.4939954145633,-329.84136568200796,-1,-1,-1
522,-573.7489391480322,-334.7512161680362,-1,-1,-1
523,-387.94641250495766,-338.011559746639,-1,-1,-1
524,-516.5517365763293,-336.1308709414648,-1,-1,-1
525,-329.84460142118866,-333.7519888639708,-1,-1,-1
526,-412.52592140524837,-332.56249797340104,-1,-1,-1
527,-416.18728024518,-334.42013042216314,-1,-1,-1
528,-516.8045934582974,-341.80594898414216,-1,-1,-1
529,-345.52020411320007,-337.0998391664292,-1,-1,-1
530,-496.15475304342993,-341.43343967401734,-1,-1,-1
531,-223.2429893584969,-339.161870162478,-1,-1,-1
532,-402.71969542002233,-342.35926216288544,-1,-1,-1
533,-408.6593928269864,-343.664655727353,-1,-1,-1
534,-320.4020145312236,-344.33728707450973,-1,-1,-1
535,-359.6297073574632,-343.3577077466411,-1,-1,-1
536,-274.07301605866337,-338.67920125462484,-1,-1,-1
537,-392.1072099831153,-336.1628389071282,-1,-1,-1
538,-441.85510890003985,-336.9268769654558,-1,-1,-1
539,-167.48722865235158,-334.6679942136588,-1,-1,-1
540,-717.7774489032722,-334.4808384766669,-1,-1,-1
541,-130.60259495590532,-328.17162782438254,-1,-1,-1
542,-419.8141198716585,-334.8102343463908,-1,-1,-1
543,-59.870045393035525,-332.2489993209575,-1,-1,-1
544,-209.31652156666723,-333.076628386304,-1,-1,-1
545,-344.9717767026093,-336.69277634748084,-1,-1,-1
546,-68.22915555363,-335.88503547120496,-1,-1,-1
547,-133.88895192973928,-334.47248311380747,-1,-1,-1
548,-86.1286074891976,-328.4885291097681,-1,-1,-1
549,-56.405892839327834,-321.1536896948264,-1,-1,-1
550,-192.9162416475516,-316.5515842669581,-1,-1,-1
551,-246.13511635797943,-312.9377433856347,-1,-1,-1
552,-246.84990127801797,-307.47721379156565,-1,-1,-1
553,-113.69640802561707,-305.529219223541,-1,-1,-1
554,-235.39948193969843,-306.11491882597846,-1,-1,-1
555,-223.94108572540924,-305.73236207293115,-1,-1,-1
556,240.8986878385109,-297.0836072389096,-1,-1,-1
557,-68.16921982312199,-297.7207233343637,-1,-1,-1
558,-1.9803594286616146,-299.97144117490154,-1,-1,-1
559,-101.88455359021977,-298.8649178617354,-1,-1,-1
560,184.45106217697344,-299.3231660891646,-1,-1,-1
561,-243.669264329404,-297.48863950487623,-1,-1,-1
562,-441.1118544573576,-298.1626983585864,-1,-1,-1
563,-273.503936900522,-297.9135797311006,-1,-1,-1
564,-408.69679071172925,-298.70365645196694,-1,-1,-1
565,-1193.4637297221084,-306.11618768931055,-1,-1,-1
566,-996.5565462072403,-315.8439368737696,-1,-1,-1
567,-354.7080432392637,-318.5251145540777,-1,-1,-1
568,-153.44478299139115,-315.0807765040987,-1,-1,-1
569,-200.63623202976447,-315.67044278710176,-1,-1,-1
570,-237.71106469717952,-319.9604311475943,-1,-1,-1
571,-224.0139996602436,-320.67206630110206,-1,-1,-1
572,-593.7493729412265,-320.5739408557593,-1,-1,-1
573,-438.565170808317,-323.4397736203046,-1,-1,-1
574,-384.76724974781837,-318.1409073818551,-1,-1,-1
575,-474.21392429622415,-318.17824438639514,-1,-1,-1
576,-288.8972146552153,-314.1123650155359,-1,-1,-1
577,-210.379641884475,-309.7353313503271,-1,-1,-1
578,-162.48375000470057,-307.07728175105063,-1,-1,-1
579,-264.8265832222002,-305.65898154280933,-1,-1,-1
580,-241.1192691037705,-304.21990911623425,-1,-1,-1
581,-160.82452990438037,-301.677108638926,-1,-1,-1
582,-742.4524034090441,-303.6086135151682,-1,-1,-1
583,-684.8098667600683,-307.664421226351,-1,-1,-1
584,-690.1532139384874,-308.24855118161616,-1,-1,-1
585,-273.70941464668965,-307.8658517437323,-1,-1,-1
586,-465.27908041052,-308.363131839214,-1,-1,-1
587,-179.9369342544788,-307.7936969217405,-1,-1,-1
588,-130.27112421931267,-307.07988877361987,-1,-1,-1
589,-79.62007056973707,-305.237873283899,-1,-1,-1
590,-495.18084160650716,-309.5410660376731,-1,-1,-1
591,-445.81018229942225,-311.8314710051338,-1,-1,-1
592,-454.2545805787507,-315.084454253147,-1,-1,-1
593,-102.71588746155899,-313.25816325418117,-1,-1,-1
594,-370.0692204097131,-314.068672885202,-1,-1,-1
595,-266.32419351542734,-312.2263603471039,-1,-1,-1
596,-158.09119312684112,-311.0664472997442,-1,-1,-1
597,-237.75153602285465,-312.1059607747675,-1,-1,-1
598,-779.4094409531515,-318.48332879034274,-1,-1,-1
599,-303.1954909055001,-317.300581285217,-1,-1,-1
600,-240.4575363202406,-318.1591419518824,-1,-1,-1
601,-202.70383549794775,-311.95387309580263,-1,-1,-1
602,-295.2633228288305,-312.3063910157871,-1,-1,-1
603,-180.90471704422276,-312.9999549518006,-1,-1,-1
604,-499.3970825354336,-315.5711595696014,-1,-1,-1
605,-385.1360180032142,-316.8446106668521,-1,-1,-1
606,174.04737458894334,-313.7293779940777,-1,-1,-1
607,-307.02953809272867,-314.7875489141219,-1,-1,-1
608,-768.5947010014384,-317.17188387808727,-1,-1,-1
609,145.67759546452803,-310.4243324205271,-1,-1,-1
610,-238.60737496620223,-310.5909766282124,-1,-1,-1
611,-367.55217739142455,-309.65361486978685,-1,-1,-1
612,-99.43305120898022,-309.2974596375066,-1,-1,-1
613,-125.89385017834182,-305.9209986870296,-1,-1,-1
614,-261.8705840804664,-305.3070569801768,-1,-1,-1
615,-327.6228417497291,-307.38994291951434,-1,-1,-1
616,-324.90994689216404,-304.7132444922172,-1,-1,-1
617,-542.5840637174775,-308.46129989094266,-1,-1,-1
618,-288.81202231580426,-307.597885673499,-1,-1,-1
619,-158.50685420408175,-307.76462056876835,-1,-1,-1
620,-45.741402140613765,-305.6125611014309,-1,-1,-1
621,10.634367591170252,-303.5512774713736,-1,-1,-1
622,-359.5428018888877,-301.40921609878217,-1,-1,-1
623,7.455182864888954,-297.45520014508367,-1,-1,-1
624,235.35890712040913,-289.9360937081163,-1,-1,-1
625,43.09291161721772,-286.2067185777322,-1,-1,-1
626,143.141316629823,-280.6500461973816,-1,-1,-1
627,-170.7227550887137,-278.19540094581686,-1,-1,-1
628,-273.1878726354925,-275.75923373758883,-1,-1,-1
629,224.20895310015868,-270.0619421654552,-1,-1,-1
630,-86.1595938565374,-265.96199057358626,-1,-1,-1
631,-74.56244223482891,-264.47518510234966,-1,-1,-1
632,-209.3544266197832,-262.5415324143472,-1,-1,-1
633,-490.4953434024185,-263.3598919201016,-1,-1,-1
634,-308.2614838097238,-263.2384866128866,-1,-1,-1
635,-441.7805624069756,-264.05999516338176,-1,-1,-1
636,181.62156314806316,-259.50304937131455,-1,-1,-1
637,-189.7338434052163,-257.47931570553556,-1,-1,-1
638,-465.7979807734447,-257.7187444242695,-1,-1,-1
639,144.3229774768282,-254.60064236297777,-1,-1,-1
640,-241.6065123081683,-249.83893299702672,-1,-1,-1
641,-242.04336199261874,-250.95334066739386,-1,-1,-1
642,-534.3370510375611,-252.0985699790529,-1,-1,-1
643,-664.4082391818962,-258.1439519169415,-1,-1,-1
644,-362.1405525858071,-259.6721922271329,-1,-1,-1
645,-562.1717389446887,-261.84419184955374,-1,-1,-1
646,-479.80500799364216,-265.9599503739538,-1,-1,-1
647,-342.5579504962119,-268.04664035961855,-1,-1,-1
648,-269.5565212595349,-269.88091949732194,-1,-1,-1
649,-220.48532138301636,-271.52171378275887,-1,-1,-1
650,-282.6094655989313,-272.41864602227264,-1,-1,-1
651,-259.71265630767766,-272.55442142176963,-1,-1,-1
652,-251.55734582375072,-272.60149586722696,-1,-1,-1
653,-270.50828144906944,-274.1696146014615,-1,-1,-1
654,-135.69938543731698,-273.1726136364377,-1,-1,-1
655,-441.3414479101295,-275.3466172582849,-1,-1,-1
656,-321.0142790153742,-280.9657469268237,-1,-1,-1
657,-127.97837962700628,-281.5638385248626,-1,-1,-1
658,-433.5698734578858,-285.87973366515484,-1,-1,-1
659,-409.6858144169165,-288.9577462734218,-1,-1,-1
660,-508.29588658968754,-295.8852157610884,-1,-1,-1
661,-375.65852147565346,-297.2051083325509,-1,-1,-1
662,-26.129965311752116,-293.0552894410948,-1,-1,-1
663,-492.91526437490154,-295.24940271583864,-1,-1,-1
664,-449.2757453465671,-295.65519226218703,-1,-1,-1
665,-607.7716343447399,-289.7982713084133,-1,-1,-1
666,-404.48792798014574,-283.8775851261424,-1,-1,-1
667,-347.6284451867443,-283.80678914561713,-1,-1,-1
668,-40.755207501178184,-282.679893390715,-1,-1,-1
669,-475.81394196139956,-285.4316704900313,-1,-1,-1
670,-868.9480146203938,-291.7440399892634,-1,-1,-1
671,-492.1036680675896,-294.4249366733369,-1,-1,-1
672,-337.89145079976186,-291.86635745192217,-1,-1,-1
673,-752.129938310296,-295.0020051269419,-1,-1,-1
674,-565.8068912016895,-296.8124015414807,-1,-1,-1
675,-719.0060879858776,-299.26032317837723,-1,-1,-1
676,-212.11097732705386,-298.4924608050956,-1,-1,-1
677,-419.2368174235104,-300.58103256048594,-1,-1,-1
678,-660.4698449279794,-305.5608935097187,-1,-1,-1
679,-626.7888300746116,-309.18051597824285,-1,-1,-1
680,-564.7596731762268,-312.4169200189674,-1,-1,-1
681,-477.62313186180876,-315.5849060385417,-1,-1,-1
682,-711.0730904362065,-315.27111290881334,-1,-1,-1
683,-556.2220330815645,-313.9852345720283,-1,-1,-1
684,-546.4885906937645,-312.548588339581,-1,-1,-1
685,-168.35850253027374,-311.49507921841683,-1,-1,-1
686,-288.16982134407795,-309.7239866277524,-1,-1,-1
687,-790.1800522084969,-315.8264178072926,-1,-1,-1
688,-521.5846985962858,-319.73955355106233,-1,-1,-1
689,-239.47398877678302,-321.3380927331328,-1,-1,-1
690,-501.3641011285885,-321.3999253283536,-1,-1,-1
691,-787.1344710940863,-324.81316821630026,-1,-1,-1
692,-983.5752503733048,-330.1063749142458,-1,-1,-1
693,-412.36948150524654,-333.2029108546826,-1,-1,-1
694,-47.640193085704325,-329.9786205814426,-1,-1,-1
695,-522.9900946234487,-332.54527959252283,-1,-1,-1
696,-461.07911151744065,-335.57515877642885,-1,-1,-1
697,-749.9570133553583,-340.6972135497539,-1,-1,-1
698,-783.5809851001237,-340.7389289912236,-1,-1,-1
699,-802.5228269936493,-345.7322023521051,-1,-1,-1
700,-289.8189552887199,-346.2258165417898,-1,-1,-1
701,-617.1002953605262,-350.3697811404156,-1,-1,-1
702,-184.27292728144897,-349.2598771849418,-1,-1,-1
703,-763.3346587660798,-355.08417660216037,-1,-1,-1
704,-238.93152722892324,-352.47952104909535,-1,-1,-1
705,-563.8269268352878,-354.2664301374161,-1,-1,-1
706,-259.7184535221863,-358.6040884185274,-1,-1,-1
707,-61.646243378949265,-356.1502554713896,-1,-1,-1
708,-394.5449116422658,-352.40975757779785,-1,-1,-1
709,-232.68537592709976,-356.1933872917141,-1,-1,-1
710,-438.2089785382018,-358.1894033274342,-1,-1,-1
711,-774.5792836648809,-362.2596743901688,-1,-1,-1
712,-157.95156047646753,-362.8448594828437,-1,-1,-1
713,-123.4165868584829,-362.82008684964507,-1,-1,-1
714,-39.81268869722919,-360.59950789581274,-1,-1,-1
715,-217.34702818838548,-359.49674976019924,-1,-1,-1
716,-53.81593213605647,-356.78580961263816,-1,-1,-1
717,-229.94311327607602,-353.6594001082241,-1,-1,-1
718,-205.1443122257379,-352.8227230073234,-1,-1,-1
719,-712.4512927051932,-358.3621673923346,-1,-1,-1
720,-332.60757417352954,-361.2308291126638,-1,-1,-1
721,-358.4485299281615,-364.92165808785705,-1,-1,-1
722,-331.7475571035557,-364.6437056400037,-1,-1,-1
723,-110.76833190076698,-365.8259407876603,-1,-1,-1
724,-264.0970470734136,-370.82050032959853,-1,-1,-1
725,-503.4535210217996,-376.28596465598866,-1,-1,-1
726,-88.7427074688413,-378.60480489697534,-1,-1,-1
727,107.38485549148845,-375.82372879117327,-1,-1,-1
728,-409.5181775509181,-377.18703184032756,-1,-1,-1
729,-337.4599531827089,-382.8037209031562,-1,-1,-1
730,-327.8131629626282,-385.22025659421723,-1,-1,-1
731,-208.2230752756555,-386.5568629246255,-1,-1,-1
732,-228.46153543130134,-386.7479340127406,-1,-1,-1
733,-80.03309664630979,-382.64331154517953,-1,-1,-1
734,-205.05583121097158,-381.61125501919196,-1,-1,-1
735,-18.499278512454282,-377.37844218024674,-1,-1,-1
736,-0.21681533785528018,-379.196825965106,-1,-1,-1
737,197.97137952240615,-375.31977373582964,-1,-1,-1
738,-270.01616145064077,-373.36195554260166,-1,-1,-1
739,-419.25807298161544,-378.99776604718613,-1,-1,-1
740,-372.594545267244,-380.3076463767769,-1,-1,-1
741,-184.52310407543357,-379.7324437976051,-1,-1,-1
742,-98.92354970725181,-375.37830878430196,-1,-1,-1
743,-313.9252059631649,-371.8734784521146,-1,-1,-1
744,-226.35547744159578,-370.51562770067255,-1,-1,-1
745,-280.37393965970836,-367.6976497078228,-1,-1,-1
746,-324.0612529887899,-366.1402121577742,-1,-1,-1
747,-143.3302810521111,-364.1479354633333,-1,-1,-1
748,-295.68050110998314,-364.40917526183773,-1,-1,-1
749,-804.6260520928284,-370.25058256893584,-1,-1,-1
750,-187.33951108875337,-369.29788302383406,-1,-1,-1
751,-117.25876670046202,-367.873344127762,-1,-1,-1
752,-339.38280491422887,-368.7515987186666,-1,-1,-1
753,-114.56340106888706,-367.19214991486484,-1,-1,-1
754,-299.44440115208954,-368.82960007201257,-1,-1,-1
755,-541.3510253545701,-369.8296958464569,-1,-1,-1
756,-668.9509192653835,-373.309062248957,-1,-1,-1
757,-594.2043933039143,-377.97132238572607,-1,-1,-1
758,-323.78501297603805,-376.87347378090766,-1,-1,-1
759,-297.03811289696387,-375.74699676570816,-1,-1,-1
760,-355.60695362521517,-374.22010743606353,-1,-1,-1
761,-227.1963812244876,-372.7354860335518,-1,-1,-1
762,-224.13652580288158,-374.7155516384631,-1,-1,-1
763,171.3211906514703,-368.07318708819946,-1,-1,-1
764,-635.0340213979391,-369.9307698487131,-1,-1,-1
765,-78.10673503033857,-364.6341208555691,-1,-1,-1
766,-593.1568001578787,-366.52080957734654,-1,-1,-1
767,-495.2451100022976,-367.99697622550195,-1,-1,-1
768,-126.00713007009378,-368.8494954511911,-1,-1,-1
769,-85.68778105222586,-364.94823384209934,-1,-1,-1
770,-336.8411925422423,-359.6271656213178,-1,-1,-1
771,-89.05601960047903,-355.59668913664666,-1,-1,-1
772,-357.34201912985804,-355.7911948199476,-1,-1,-1
773,-203.95042765965053,-350.30939971344117,-1,-1,-1
774,-541.247758426066,-350.0638083856849,-1,-1,-1
775,-240.35217729039232,-345.27726927873005,-1,-1,-1
776,-738.9540049007709,-350.5456995544672,-1,-1,-1
777,-671.4590231406967,-353.0679216116391,-1,-1,-1
778,-413.1289858873129,-350.5945130212324,-1,-1,-1
779,-654.4280235181806,-350.87090495566815,-1,-1,-1
780,-218.78706817742147,-347.4111789056801,-1,-1,-1
781,-190.28243108247216,-344.5377718978867,-1,-1,-1
782,-97.09567249215438,-338.3979977184463,-1,-1,-1
783,-328.827509895685,-336.12405248658746,-1,-1,-1
784,-311.90276815386983,-333.77819426118856,-1,-1,-1
785,-775.4979900408629,-339.84958913629447,-1,-1,-1
786,-707.6720569031877,-344.0446114918855,-1,-1,-1
787,-415.7739793942048,-340.3005507637425,-1,-1,-1
788,-106.4337661365462,-336.14904143914515,-1,-1,-1
789,-322.09699630363457,-336.97527151441363,-1,-1,-1
790,-214.3299494364491,-334.1049299974922,-1,-1,-1
791,-320.63719756003945,-329.4399572621517,-1,-1,-1
792,-164.34544362986952,-321.2476591947173,-1,-1,-1
793,-135.07862726417034,-318.47475065230657,-1,-1,-1
794,-224.6160155012991,-320.24450887646253,-1,-1,-1
795,-208.9363238877211,-317.10397116910525,-1,-1,-1
796,169.70768232709338,-310.79610323065987,-1,-1,-1
797,-43.63608211947762,-303.7328939183011,-1,-1,-1
798,-349.85163626276926,-299.3956004299275,-1,-1,-1
799,-551.3253122451679,-296.8836252824427,-1,-1,-1
800,-561.2811566920451,-299.598247296476,-1,-1,-1
801,-275.790890500618,-296.18515324787694,-1,-1,-1
802,-146.05077920953937,-295.8029317671578,-1,-1,-1
803,-359.958100387536,-291.7691661833724,-1,-1,-1
804,-26.141772712484922,-289.64126863820803,-1,-1,-1
805,-96.11444912732378,-284.9641438611284,-1,-1,-1
806,-234.68964174692127,-284.7138557433757,-1,-1,-1
807,-127.83277321096412,-285.37572104169584,-1,-1,-1
808,-197.93002772326983,-283.40957220250584,-1,-1,-1
809,-215.68523845840826,-283.23957082781897,-1,-1,-1
810,-323.89887367840845,-282.096469779221,-1,-1,-1
811,-352.4400636344843,-277.87507757891706,-1,-1,-1
812,-179.3975707849651,-278.08953768200206,-1,-1,-1
813,-119.26936549798134,-278.04806546839706,-1,-1,-1
814,-87.44577505039638,-278.5243963319287,-1,-1,-1
815,-306.6766373322448,-279.41769242336727,-1,-1,-1
816,-360.747323217315,-282.48700633417985,-1,-1,-1
817,-62.30651192299287,-280.8106403206491,-1,-1,-1
818,-312.6259838361193,-281.8854570367528,-1,-1,-1
819,-326.44190525256647,-278.0253631622266,-1,-1,-1
820,-657.8783834544432,-281.27807125503574,-1,-1,-1
821,-304.8909042498933,-280.74249499825305,-1,-1,-1
822,-407.1660368641316,-281.4966797958588,-1,-1,-1
823,171.61186036944105,-278.6728778731567,-1,-1,-1
824,-534.3129094337595,-281.3750364967602,-1,-1,-1
825,-762.9218516787453,-283.96971980332967,-1,-1,-1
826,-601.03904401685,-289.0926831688097,-1,-1,-1
827,-910.2725344347583,-299.26925706807214,-1,-1,-1
828,-438.2024476406548,-299.5560997689695,-1,-1,-1
829,-920.1111437057477,-305.3826116742,-1,-1,-1
830,-197.46098524089757,-304.0790898969827,-1,-1,-1
831,-114.67751777306862,-303.14363432195677,-1,-1,-1
832,-350.6857662535556,-304.36587663017934,-1,-1,-1
833,-207.16383694618588,-305.63718403317813,-1,-1,-1
834,-500.91662879168166,-308.5957920089852,-1,-1,-1
835,-293.13936541177856,-311.34219287797845,-1,-1,-1
836,-453.3785491172516,-315.8738102157724,-1,-1,-1
837,-94.01429786439526,-318.7936669896404,-1,-1,-1
838,-337.34256646662885,-319.4669310398003,-1,-1,-1
839,-109.71774023845552,-316.3715277123687,-1,-1,-1
840,204.05492723010616,-310.6050329873952,-1,-1,-1
841,-31.949244326135997,-309.07929438990226,-1,-1,-1
842,-561.0290862553418,-313.7003497553831,-1,-1,-1
843,-149.3819664645275,-312.0549173603968,-1,-1,-1
844,-1.797569364372734,-309.80933827962457,-1,-1,-1
845,-194.23843259591507,-308.9479832089866,-1,-1,-1
846,-271.842004414476,-308.4257907232435,-1,-1,-1
847,-156.09761950964298,-308.55346410781885,-1,-1,-1
848,-845.6531824230385,-314.05319092094936,-1,-1,-1
849,171.7864275005813,-304.28906612501527,-1,-1,-1
850,-171.48025961624649,-304.1304736102902,-1,-1,-1
851,-833.8724760927079,-311.29661070421264,-1,-1,-1
852,-121.08206682498987,-309.1136033233203,-1,-1,-1
853,-326.25064904729754,-311.2304758031044,-1,-1,-1
854,-129.09285882365026,-309.52696037982,-1,-1,-1
855,-123.10773021265524,-305.34452742840085,-1,-1,-1
856,-48.50396451908545,-299.1400578809379,-1,-1,-1
857,-181.26334294386393,-295.01064737733736,-1,-1,-1
858,-106.5260576452446,-292.8380578240294,-1,-1,-1
859,-385.3292370831233,-293.720969065891,-1,-1,-1
860,-358.71407924666335,-293.7520403221055,-1,-1,-1
861,-228.0658134700396,-293.76073464456096,-1,-1,-1
862,-606.9188595826249,-297.5885579823584,-1,-1,-1
863,-665.1336937875612,-305.9531068267487,-1,-1,-1
864,-381.25098038934897,-303.41527641666283,-1,-1,-1
865,-647.6223488899135,-309.11043255525857,-1,-1,-1
866,-617.2592605049366,-309.3514571587291,-1,-1,-1
867,-443.2854363886279,-308.8318604225924,-1,-1,-1
868,-360.9656219412575,-311.1814453413041,-1,-1,-1
869,-255.82575512463927,-312.88282508202815,-1,-1,-1
870,-305.9949160545407,-312.57436231715116,-1,-1,-1
871,-217.8375055755997,-313.8621771769024,-1,-1,-1
872,-255.7125954023736,-312.84588293962753,-1,-1,-1
873,-71.30514210645768,-311.51943008409563,-1,-1,-1
874,-309.4823770317305,-309.20177627015227,-1,-1,-1
875,-427.31964570923014,-311.07145095434066,-1,-1,-1
876,-196.77226120404458,-305.6496335173734,-1,-1,-1
877,-114.47056506424461,-300.0797489366089,-1,-1,-1
878,-173.0445108120842,-297.6789041858566,-1,-1,-1
879,-437.3945024353683,-295.5085689750284,-1,-1,-1
880,-469.1264467441102,-298.0119627606953,-1,-1,-1
881,-287.60863333477675,-298.9852247832184,-1,-1,-1
882,-157.269046871361,-299.58695852701044,-1,-1,-1
883,-445.94403157279794,-300.7581237437816,-1,-1,-1
884,-310.1594690831407,-300.7406907530743,-1,-1,-1
885,-210.95241681174525,-295.0952350207831,-1,-1,-1
886,-27.860671718534917,-288.2971211689366,-1,-1,-1
887,-284.24478674534964,-286.98182924244804,-1,-1,-1
888,-172.77168968767717,-287.64520847795933,-1,-1,-1
889,-470.96829176278425,-289.13392143255084,-1,-1,-1
890,-259.72975791177487,-289.5879195173041,-1,-1,-1
891,-51.94156400041049,-286.9009631817078,-1,-1,-1
892,-264.5654305210745,-287.90316305061987,-1,-1,-1
893,-188.02812059205343,-288.4326579838987,-1,-1,-1
894,-329.15183630719184,-289.47801619195764,-1,-1,-1
895,-236.5298594732975,-289.75395154781336,-1,-1,-1
896,-371.0123652896398,-295.16115202398066,-1,-1,-1
897,-298.64427558224713,-297.7112339586084,-1,-1,-1
898,-204.59041183133706,-296.25862171429407,-1,-1,-1
899,-356.8214766809252,-294.31358335865167,-1,-1,-1
900,-230.76209556160148,-291.00839274734716,-1,-1,-1
901,-361.93601452556834,-291.86984398759665,-1,-1,-1
902,-242.85415539910434,-292.83787774949235,-1,-1,-1
903,-113.6189838349809,-290.3744865839668,-1,-1,-1
904,-398.3052362295737,-294.09612121913773,-1,-1,-1
905,-216.2659598043099,-295.2976363259076,-1,-1,-1
906,204.13435101615198,-290.90939639827684,-1,-1,-1
907,-189.3610726101283,-291.5246793922685,-1,-1,-1
908,-375.73533876504257,-293.30273250268624,-1,-1,-1
909,-359.29226020065613,-294.7388027201087,-1,-1,-1
910,-367.3234424728196,-295.17304840805286,-1,-1,-1
911,-104.50699107226018,-292.6937176824306,-1,-1,-1
912,-698.8556670763494,-297.8882986453445,-1,-1,-1
913,-173.02393575252665,-298.4258443478899,-1,-1,-1
914,-145.11197743701914,-299.0025063717561,-1,-1,-1
915,-415.7423321239111,-300.09316331967284,-1,-1,-1
916,-159.7158864375843,-298.0828489518756,-1,-1,-1
917,-321.4228471363137,-300.6740123040088,-1,-1,-1
918,-337.81010139272416,-300.92585347957476,-1,-1,-1
919,-458.82369577939517,-302.2496713848431,-1,-1,-1
920,-955.8364825239123,-305.2292523755378,-1,-1,-1
921,-50.07854710466451,-302.6811288040855,-1,-1,-1
922,-165.6310288966391,-300.26577872441055,-1,-1,-1
923,-99.99757469578044,-302.98187307506277,-1,-1,-1
924,-470.0351697560668,-302.3390956782858,-1,-1,-1
925,-457.9883438614546,-299.2897606001129,-1,-1,-1
926,-683.8437783808882,-300.1178079437533,-1,-1,-1
927,-147.43594960706608,-292.4894420954763,-1,-1,-1
928,-271.07587325552913,-290.818176351625,-1,-1,-1
929,81.98493787296061,-280.797215535838,-1,-1,-1
930,-45.35589793979337,-279.27616466282694,-1,-1,-1
931,-333.31942702862773,-281.4625837553826,-1,-1,-1
932,-307.9825923478576,-281.0355520163256,-1,-1,-1
933,-399.6093391715849,-282.9600070385796,-1,-1,-1
934,177.73391828834625,-276.1735015677792,-1,-1,-1
935,176.15202411043856,-271.48058767255714,-1,-1,-1
936,-268.87416886415804,-269.63554387002614,-1,-1,-1
937,-74.19532706943662,-269.43735416207653,-1,-1,-1
938,-301.1554477967825,-269.0754829753781,-1,-1,-1
939,-81.94102256641537,-268.7977157986577,-1,-1,-1
940,-180.56778557687483,-272.6439429267275,-1,-1,-1
941,-260.456955950862,-274.9290200429748,-1,-1,-1
942,-66.15878115362156,-269.9803169919576,-1,-1,-1
943,-264.0189894723143,-271.12668722203546,-1,-1,-1
944,-311.96952574349245,-274.2284067858267,-1,-1,-1
945,52.044195422557706,-271.765580505642,-1,-1,-1
946,-112.53035007391986,-270.1724639622364,-1,-1,-1
947,-37.25004028645381,-268.9839881700045,-1,-1,-1
948,-207.692841096813,-262.60438475674226,-1,-1,-1
